dataset,attendance_rate,attendance_band,risk_label,at_risk
B (secondary),88.8,Above 85%,Not at risk,0
B (secondary),86.8,Above 85%,At risk,1
B (secondary),79.9,70-85%,Not at risk,0
B (secondary),88.5,Above 85%,Not at risk,0
B (secondary),96.3,Above 85%,Not at risk,0
B (secondary),75.6,70-85%,Not at risk,0
B (secondary),78.5,70-85%,Not at risk,0
B (secondary),79.5,70-85%,Not at risk,0
B (secondary),91.9,Above 85%,Not at risk,0
B (secondary),100.0,Above 85%,Not at risk,0
B (secondary),93.5,Above 85%,Not at risk,0
B (secondary),82.7,70-85%,At risk,1
B (secondary),83.5,70-85%,Not at risk,0
B (secondary),83.7,70-85%,Not at risk,0
B (secondary),66.2,50-70%,Not at risk,0
B (secondary),80.4,70-85%,Not at risk,0
B (secondary),80.2,70-85%,Not at risk,0
B (secondary),71.6,70-85%,Not at risk,0
B (secondary),100.0,Above 85%,Not at risk,0
B (secondary),73.6,70-85%,At risk,1
B (secondary),85.5,Above 85%,Not at risk,0
B (secondary),87.4,Above 85%,Not at risk,0
B (secondary),81.8,70-85%,Not at risk,0
B (secondary),91.1,Above 85%,Not at risk,0
B (secondary),75.7,70-85%,Not at risk,0
B (secondary),74.9,70-85%,Not at risk,0
B (secondary),88.8,Above 85%,Not at risk,0
B (secondary),84.3,70-85%,Not at risk,0
B (secondary),74.0,70-85%,Not at risk,0
B (secondary),91.8,Above 85%,Not at risk,0
B (secondary),75.7,70-85%,At risk,1
B (secondary),100.0,Above 85%,Not at risk,0
B (secondary),68.7,50-70%,Not at risk,0
B (secondary),83.9,70-85%,Not at risk,0
B (secondary),75.7,70-85%,Not at risk,0
B (secondary),98.6,Above 85%,At risk,1
B (secondary),82.2,70-85%,Not at risk,0
B (secondary),97.8,Above 85%,Not at risk,0
B (secondary),69.1,50-70%,Not at risk,0
B (secondary),97.7,Above 85%,Not at risk,0
B (secondary),99.3,Above 85%,Not at risk,0
B (secondary),77.6,70-85%,Not at risk,0
B (secondary),93.5,Above 85%,Not at risk,0
B (secondary),81.6,70-85%,At risk,1
B (secondary),97.0,Above 85%,Not at risk,0
B (secondary),75.6,70-85%,Not at risk,0
B (secondary),85.1,Above 85%,Not at risk,0
B (secondary),78.3,70-85%,Not at risk,0
B (secondary),83.7,70-85%,Not at risk,0
B (secondary),92.9,Above 85%,Not at risk,0
B (secondary),84.3,70-85%,Not at risk,0
B (secondary),97.2,Above 85%,Not at risk,0
B (secondary),81.9,70-85%,Not at risk,0
B (secondary),88.0,Above 85%,Not at risk,0
B (secondary),87.7,Above 85%,Not at risk,0
B (secondary),75.9,70-85%,Not at risk,0
B (secondary),100.0,Above 85%,Not at risk,0
B (secondary),100.0,Above 85%,Not at risk,0
B (secondary),86.9,Above 85%,Not at risk,0
B (secondary),87.8,Above 85%,Not at risk,0
B (secondary),100.0,Above 85%,Not at risk,0
B (secondary),83.2,70-85%,Not at risk,0
B (secondary),90.3,Above 85%,Not at risk,0
B (secondary),86.0,Above 85%,Not at risk,0
B (secondary),70.8,70-85%,Not at risk,0
B (secondary),87.8,Above 85%,Not at risk,0
B (secondary),85.0,70-85%,Not at risk,0
B (secondary),75.8,70-85%,Not at risk,0
B (secondary),85.6,Above 85%,Not at risk,0
B (secondary),65.3,50-70%,Not at risk,0
B (secondary),95.6,Above 85%,Not at risk,0
B (secondary),80.5,70-85%,Not at risk,0
B (secondary),100.0,Above 85%,Not at risk,0
B (secondary),93.2,Above 85%,Not at risk,0
B (secondary),94.3,Above 85%,Not at risk,0
B (secondary),86.4,Above 85%,Not at risk,0
B (secondary),87.6,Above 85%,Not at risk,0
B (secondary),75.4,70-85%,Not at risk,0
B (secondary),77.3,70-85%,Not at risk,0
B (secondary),81.7,70-85%,Not at risk,0
B (secondary),82.1,70-85%,Not at risk,0
B (secondary),95.7,Above 85%,Not at risk,0
B (secondary),86.5,Above 85%,Not at risk,0
B (secondary),65.5,50-70%,Not at risk,0
B (secondary),77.0,70-85%,At risk,1
B (secondary),94.4,Above 85%,Not at risk,0
B (secondary),74.3,70-85%,Not at risk,0
B (secondary),78.0,70-85%,Not at risk,0
B (secondary),83.3,70-85%,Not at risk,0
B (secondary),93.5,Above 85%,Not at risk,0
B (secondary),82.0,70-85%,Not at risk,0
B (secondary),81.6,70-85%,Not at risk,0
B (secondary),69.3,50-70%,Not at risk,0
B (secondary),75.0,70-85%,Not at risk,0
B (secondary),92.7,Above 85%,Not at risk,0
B (secondary),87.1,Above 85%,Not at risk,0
B (secondary),89.4,Above 85%,Not at risk,0
B (secondary),67.6,50-70%,Not at risk,0
B (secondary),85.2,Above 85%,Not at risk,0
B (secondary),84.5,70-85%,Not at risk,0
B (secondary),82.2,70-85%,Not at risk,0
B (secondary),72.3,70-85%,Not at risk,0
B (secondary),79.6,70-85%,Not at risk,0
B (secondary),100.0,Above 85%,Not at risk,0
B (secondary),92.0,Above 85%,Not at risk,0
B (secondary),77.5,70-85%,Not at risk,0
B (secondary),84.0,70-85%,Not at risk,0
B (secondary),63.1,50-70%,Not at risk,0
B (secondary),80.5,70-85%,Not at risk,0
B (secondary),80.9,70-85%,Not at risk,0
B (secondary),100.0,Above 85%,Not at risk,0
B (secondary),74.6,70-85%,Not at risk,0
B (secondary),96.4,Above 85%,Not at risk,0
B (secondary),86.4,Above 85%,Not at risk,0
B (secondary),71.8,70-85%,Not at risk,0
B (secondary),96.3,Above 85%,Not at risk,0
B (secondary),82.7,70-85%,Not at risk,0
B (secondary),90.8,Above 85%,Not at risk,0
B (secondary),100.0,Above 85%,Not at risk,0
B (secondary),76.8,70-85%,Not at risk,0
B (secondary),93.8,Above 85%,Not at risk,0
B (secondary),77.1,70-85%,Not at risk,0
B (secondary),88.1,Above 85%,Not at risk,0
B (secondary),86.8,Above 85%,Not at risk,0
B (secondary),85.6,Above 85%,Not at risk,0
B (secondary),79.7,70-85%,Not at risk,0
B (secondary),91.0,Above 85%,Not at risk,0
B (secondary),83.3,70-85%,Not at risk,0
B (secondary),100.0,Above 85%,Not at risk,0
B (secondary),90.1,Above 85%,Not at risk,0
B (secondary),81.7,70-85%,Not at risk,0
B (secondary),85.7,Above 85%,Not at risk,0
B (secondary),82.7,70-85%,Not at risk,0
B (secondary),89.0,Above 85%,Not at risk,0
B (secondary),98.2,Above 85%,Not at risk,0
B (secondary),86.5,Above 85%,Not at risk,0
B (secondary),88.8,Above 85%,Not at risk,0
B (secondary),73.9,70-85%,Not at risk,0
B (secondary),74.7,70-85%,Not at risk,0
B (secondary),84.8,70-85%,Not at risk,0
B (secondary),84.0,70-85%,Not at risk,0
B (secondary),84.2,70-85%,Not at risk,0
B (secondary),69.6,50-70%,Not at risk,0
B (secondary),99.4,Above 85%,Not at risk,0
B (secondary),93.4,Above 85%,Not at risk,0
B (secondary),94.5,Above 85%,Not at risk,0
B (secondary),88.0,Above 85%,At risk,1
B (secondary),93.2,Above 85%,Not at risk,0
B (secondary),98.3,Above 85%,Not at risk,0
B (secondary),82.4,70-85%,Not at risk,0
B (secondary),85.5,Above 85%,Not at risk,0
B (secondary),84.0,70-85%,Not at risk,0
B (secondary),91.6,Above 85%,Not at risk,0
B (secondary),89.0,Above 85%,Not at risk,0
